2.5, 3, 0.5, 0.03766569, 0.1030824, 0.01867939, -0.03184035, -0.00492864, -0.01405831, 0.01411142, -0.02344611, -0.01067989, -0.01831887, -0.1035331, -0.009047169, 0.006892571, 0.001111517, 0.003034855, -0.00519229, 0.001207387, 0.003737926, -0.0008788423, -0.003396822, -0.0001068384, -0.002955928, 0.00941532, 0.002195539, -0.00198028, 0.01063095, -0.0006673847
2.5, 3, -0.5, 0.02662994, 0.1052847, 0.02587328, -0.02039641, -0.00728055, -0.02160436, 0.01546777, 0.01733234, -0.009405935, -0.01262444, -0.1047037, -0.0127483, 0.004397746, 0.001641672, 0.004669089, -0.005451859, 0.001011968, 0.003452272, -0.0001339016, -0.00356429, -0.0006084982, -0.003181568, -0.008107472, 0.001965848, -0.001041758, 0.010432, -0.00130295
2.5, 1, 0.5, 0.07759441, 0.06466089, 0.0159359, -0.0539031, 0.0361478, -0.006300943, 0.0189222, -0.01391361, -0.01291532, -0.04350653, -0.05139077, -0.008684336, 0.01264493, -0.01254238, 0.001483077, -0.003795438, -0.001787438, 0.002503535, -0.001074473, -0.001968019, 0.0005422059, -0.00427402, 0.004321725, 0.002986173, -0.001378401, 0.001619007, 0.0003651362
2.5, 1, -0.5, 0.02453841, 0.07598859, 0.05119544, -0.009752461, 0.02675953, -0.03561099, 0.01958921, 0.005836774, -0.0126669, -0.01378435, -0.05810663, -0.02870967, 0.002347773, -0.01026074, 0.008343158, -0.003788272, 0.003396133, 0.002597207, 0.0007855799, -0.002411243, -0.0007259657, -0.004608234, -0.002374469, 0.002904405, 0.0006588636, 0.001245803, -0.000955786
-2.5, 3, 0.5, 0.03745094, 0.1032179, 0.01911208, -0.03159141, -0.005015183, -0.01432195, 0.014017, -0.02353403, -0.01099705, 0.01835887, 0.1036003, 0.009245581, -0.006881318, -0.001130587, -0.003087123, -0.005150153, 0.001227011, 0.003806305, -0.0008817693, -0.003394828, -9.550271E-05, 0.002967853, -0.009438777, -0.002280653, -0.001941887, 0.01062748, -0.0006800873
-2.5, 3, -0.5, 0.02771414, 0.1051884, 0.02558691, -0.02116384, -0.007182962, -0.02130105, 0.01604938, 0.01726401, -0.009642453, 0.01310889, 0.1046374, 0.01255241, -0.004515809, -0.001624998, -0.004622761, -0.005627337, 0.001032067, 0.003521517, -0.0001410853, -0.003551852, -0.0005675056, 0.003306652, 0.008100422, -0.001985883, -0.001071229, 0.0104347, -0.001292708
-2.5, 1, 0.5, 0.07777406, 0.0645997, 0.01579172, -0.05427752, 0.03623488, -0.006066049, 0.01812886, -0.01385893, -0.01280487, 0.04382867, 0.05134535, 0.00854145, -0.01279844, 0.01257865, -0.001379382, -0.003524811, -0.001812005, 0.002439725, -0.001105693, -0.001968118, 0.0005467627, 0.004237912, -0.004287756, -0.002895101, -0.001410613, 0.001627567, 0.0003864953
-2.5, 1, -0.5, 0.02308147, 0.07639895, 0.0523479, -0.009040739, 0.02655744, -0.03618493, 0.01904755, 0.006073732, -0.011967, 0.01243122, 0.05844737, 0.0296635, -0.002094854, 0.01019784, -0.008516269, -0.003597178, 0.003317137, 0.002356594, 0.000843108, -0.002421425, -0.0007550829, 0.004369803, 0.002422819, -0.002781461, 0.0005457943, 0.001268, -0.0008968611
2.5, 3, 5, 0.03280678, 0.001198475, 0.003256147, -0.02663316, -0.0005210519, -0.001290674, -0.01564645, -0.001136799, -0.00322799, -0.01583834, -0.0004328613, -0.001110775, 0.005731796, 9.176064E-05, 0.0002121515, 0.005697977, 0.0002268397, 0.0006091971, -0.0005337315, 7.195678E-05, 0.0002198598, 0.003280762, 0.0001881649, 0.0005122891, -0.001526201, -5.716447E-06, -4.794403E-06
2.5, 1, 5, 0.05016873, 0.0006237159, 0.001419603, -0.03157369, -0.0001464663, -0.0001866114, -0.02775052, -0.0005831414, -0.001468943, -0.02821271, -0.0002450754, -0.0004897895, 0.00742806, 3.125121E-05, 3.460401E-05, 0.007411436, 4.59252E-05, 7.618991E-05, -0.0001817691, 3.942368E-05, 0.0001146794, 0.006496786, 9.734567E-05, 0.0002286251, -0.0003879942, 6.154805E-06, 2.000991E-05
